ID	iBAQ.B_bacteriovorus_WCE1_TR01	iBAQ.B_bacteriovorus_WCE1_TR02	iBAQ.B_bacteriovorus_WCE2_TR01	iBAQ.B_bacteriovorus_WCE2_TR02	PFAM_DNA_binding.x	Nuc_vs_Top_ratio	Final_Localization
CAE79811.1	1577800	1508700	4692100	3816500	0	-2.47	Cytoplasmic
CAE79814.1	208830000	213980000	200430000	262800000	0	-2.06	Cytoplasmic
CAE79816.1	1353400	1529800	10802000	1290100	0	6.12	NA
CAE79817.1	45718000	53845000	63987000	62901000	0	-0.447	Cytoplasmic
CAE79818.1	2107400	2794200	2369000	2644500	0	-0.424	Unknown
CAE79819.1	42250000	40485000	44365000	47022000	0	-1.58	NA
CAE79820.1	581770000	610190000	652290000	761840000	0	-1.21	Unknown
CAE79821.1	48257000	52304000	53021000	59635000	1	-1.36	Cytoplasmic Membrane
CAE79822.1	10797000	12535000	12732000	9670000	0	-3.06	Periplasmic
CAE79823.1	319460000	331700000	372440000	364830000	0	-1.4	NA
CAE79825.1	1776000	1690100	2357300	2141300	NA	NA	Cytoplasmic Membrane
CAE79828.1	11524000	14060000	2292900	1744400	0	2.82	Unknown
CAE79831.1	29785000	32621000	37033000	58226000	0	1.9	Unknown
CAE79832.1	8590600	7093700	7944600	7979900	0	3.62	Cytoplasmic
CAE79836.1	1233600	1195800	1315800	887220	0	-1.64	Unknown
CAE79837.1	5121800	4743800	5879100	5092200	0	1.17	Unknown
CAE79841.1	1216500	1030700	1788100	1595500	1	-0.347	Cytoplasmic
CAE79842.1	382000	357130	313660	331560	NA	NA	NA
CAE79845.1	15905000	17003000	17216000	17878000	0	-2.58	Unknown
CAE79846.1	25593000	26039000	30293000	27690000	0	-1.48	Cytoplasmic
CAE79847.1	1635300	3878200	1894800	3935700	0	3.67	Cytoplasmic Membrane
CAE79850.1	363140000	377800000	419620000	408790000	0	-2	Unknown
CAE79851.1	8323600	8089700	9912800	10210000	0	4.37	NA
CAE79854.1	781500000	858650000	960420000	1020600000	0	5.01	Unknown
CAE79856.1	153760000	137490000	153930000	158650000	0	-1.66	Cytoplasmic
CAE79857.1	12169000	13580000	12692000	14557000	0	-3.18	Unknown
CAE79858.1	110110000	121470000	127930000	126030000	0	-1.52	Cytoplasmic Membrane
CAE79859.1	3555900000	3765800000	3802300000	3664600000	0	-1.66	Cytoplasmic
CAE79860.1	1.90E+08	206840000	206040000	225330000	0	-1.62	Cytoplasmic
CAE79861.1	41581000	40823000	42088000	42791000	0	-1.83	Cytoplasmic
CAE79862.1	78215000	78922000	92547000	94956000	0	-1.61	NA
CAE79863.1	642130000	616070000	651740000	701180000	0	-1.33	Cytoplasmic
CAE79864.1	539150	4224000	5238100	5023700	NA	NA	NA
CAE79866.1	1849300	0	1871300	1861300	NA	NA	Cytoplasmic
CAE79868.1	22188000	21677000	20274000	21316000	0	-1.97	Unknown
CAE79870.1	1842500	1842600	2331400	3676100	0	2.14	NA
CAE79871.1	22151000	24474000	21912000	23364000	0	5.81	Unknown
CAE79872.1	1280000	1814800	1263700	2017200	NA	NA	NA
CAE79875.1	29932000	30309000	32720000	34290000	0	-1.81	Cytoplasmic
CAE79876.1	440390000	454320000	455180000	440490000	0	-1.15	Cytoplasmic
CAE79877.1	137520000	144740000	147290000	148480000	0	0.762	Unknown
CAE79878.1	21387000	18564000	25635000	24212000	0	4.95	Outer Membrane
CAE79879.1	9433000	12345000	12819000	13336000	0	1.7	Unknown
CAE79883.1	9357900	9711100	11836000	10955000	0	-1.49	Cytoplasmic
CAE79885.1	23097000	2217400	2714000	33246000	0	2.89	Cytoplasmic
CAE79886.1	4689400	4920900	5153700	4995900	0	-0.629	Cytoplasmic
CAE79889.1	16427000	16408000	23477000	22961000	0	3.02	Outer Membrane
CAE79891.1	4574100	4199500	4384400	6169600	0	-2.55	NA
CAE79899.1	37567000	37886000	41292000	43045000	0	1.85	Periplasmic
CAE79900.1	181800000	189040000	207070000	201960000	0	0.348	Cytoplasmic
CAE79902.1	13908000	13597000	14796000	14982000	0	-1.58	Cytoplasmic
CAE79903.1	5256500	4601000	5653000	6301100	NA	NA	NA
CAE79904.1	151880000	174280000	168260000	186230000	0	-1.39	NA
CAE79905.1	11310000	45132	0	7891800	0	0.455	Cytoplasmic Membrane
CAE79909.1	9332900	10523000	19023000	18295000	0	8.97	Cytoplasmic Membrane
CAE79912.1	NA	NA	NA	NA	0	-0.272	NA
CAE79913.1	23318000	25825000	28672000	29050000	0	2.76	Unknown
CAE79915.1	50380000	50155000	48566000	47025000	0	-0.821	Cytoplasmic
CAE79920.1	4666300	4599400	4191300	4843300	1	-1.93	NA
CAE79921.1	21451000	21111000	24314000	24527000	0	2.97	Cytoplasmic
CAE79922.1	44306000	43901000	45847000	50290000	0	-0.552	NA
CAE79923.1	1541600	1475900	1310200	1408000	1	-1.25	Cytoplasmic
CAE79925.1	30301000	33590000	34910000	34876000	0	-1.18	Cytoplasmic
CAE79926.1	35805000	36671000	39705000	44117000	0	-0.952	Cytoplasmic
CAE79927.1	7124900	10157000	15412000	12544000	0	-1.35	Cytoplasmic
CAE79929.1	3316400	2578500	3174500	3939700	0	2.4	NA
CAE79932.1	49294000	50794000	46300000	53160000	0	-1	Cytoplasmic
CAE79933.1	931460	1157500	1812800	2371200	0	0.74	NA
CAE79934.1	9259400	11875000	10090000	10696000	0	-2.94	NA
CAE79936.1	100400000	102580000	95822000	109230000	0	4.06	Cytoplasmic
CAE79937.1	16643000	16777000	17703000	18994000	0	-0.46	NA
CAE79938.1	242400000	265330000	254950000	282660000	0	-1.26	Cytoplasmic
CAE79939.1	144140000	139260000	132730000	140250000	0	-1.57	Cytoplasmic
CAE79940.1	112600000	106210000	109170000	113060000	0	-1.78	Cytoplasmic
CAE79941.1	92634000	86306000	79234000	99887000	1	-1.53	Cytoplasmic
CAE79942.1	97559000	99567000	113380000	110930000	0	-0.999	Cytoplasmic
CAE79943.1	6652500	31120000	9484900	10789000	0	2.37	Unknown
CAE79944.1	2893900	1998500	3027100	2375200	0	0.363	Cytoplasmic
CAE79945.1	31375000	34313000	38808000	39526000	0	1.6	Cytoplasmic
CAE79946.1	53010000	52057000	55022000	54784000	0	-4.44	NA
CAE79947.1	20843000	18251000	19930000	20005000	1	1.89	Cytoplasmic
CAE79949.1	161870000	133950000	142290000	190120000	0	2.25	Cytoplasmic Membrane
CAE79950.1	1972600	1946900	2626000	2623500	0	1.04	NA
CAE79951.1	35716000	38423000	41448000	38982000	0	-0.235	Cytoplasmic
CAE79954.1	4948700	5267400	5784700	6499100	0	7.89	NA
CAE79958.1	568280000	570380000	710990000	727920000	0	0.458	Cytoplasmic
CAE79959.1	10822000	11581000	10891000	13540000	0	-0.318	Unknown
CAE79960.1	2529000	2313600	1389100	1253500	0	-2.29	Cytoplasmic
CAE79961.1	58918000	67857000	75891000	75317000	0	-1.06	Cytoplasmic
CAE79962.1	1.64E+09	1894400000	1613700000	1614200000	0	-0.108	Unknown
CAE79963.1	1068100000	940160000	1490100000	1287900000	0	-1.08	Cytoplasmic
CAE79964.1	27875000	31975000	31976000	34534000	0	-0.808	Cytoplasmic Membrane
CAE79967.1	4233300	4401200	5008200	11318000	0	-0.628	Unknown
CAE79968.1	5565500	5449600	6134000	5832500	0	3.77	Cytoplasmic Membrane
CAE79969.1	13348000	12063000	13752000	15977000	0	5.35	Cytoplasmic
CAE79970.1	25574000	27043000	26580000	28052000	0	-1.27	Cytoplasmic
CAE79972.1	2424100	3048700	2527100	2632900	0	-0.189	NA
CAE79973.1	3832600	2137900	4511000	2375800	0	0.959	NA
CAE79975.1	NA	NA	NA	NA	0	3.25	Cytoplasmic Membrane
CAE79979.1	51715000	53234000	65855000	65920000	1	-1.38	Cytoplasmic
CAE79980.1	2513000	2739700	3206400	2517800	0	NA	Cytoplasmic
CAE79986.1	1190700	1550900	1508200	1696100	NA	NA	Cytoplasmic
CAE79988.1	5617500	4224300	4578200	5099000	0	0.683	Cytoplasmic
CAE79989.1	8453100	22988000	21858000	23654000	0	7.15	Cytoplasmic Membrane
CAE79990.1	29539000	34357000	32251000	35860000	0	-1.29	Cytoplasmic
CAE79991.1	5906400	6239800	6781700	7117800	0	4.27	Cytoplasmic Membrane
CAE79994.1	64305000	74152000	72926000	83488000	1	-0.789	Cytoplasmic
CAE79995.1	54201000	59093000	67639000	60718000	0	-0.0346	Cytoplasmic
CAE79996.1	29156000	19440000	37680000	26179000	0	-0.359	NA
CAE79998.1	526950	478170	553130	607330	NA	NA	Cytoplasmic Membrane
CAE79999.1	23216000	25412000	28460000	29562000	0	-1.1	Cytoplasmic Membrane
CAE80000.1	NA	NA	NA	NA	0	4.4	Cytoplasmic Membrane
CAE80002.1	26240000	25575000	29228000	20074000	0	-2.67	NA
CAE80003.1	19661000	21404000	25624000	23577000	0	3.5	Cytoplasmic
CAE80006.1	3707000	3518200	4183600	5150700	0	2.25	Cytoplasmic Membrane
CAE80010.1	247700000	273120000	257180000	286010000	0	3.79	Cytoplasmic Membrane
CAE80011.1	1579400000	1027700000	1487500000	1537700000	NA	NA	Unknown
CAE80016.1	6678600	6352000	10848000	463510	NA	NA	Cytoplasmic
CAE80019.1	2910300	2937300	2968800	2858900	0	2.59	Cytoplasmic Membrane
CAE80020.1	NA	NA	NA	NA	0	2.27	NA
CAE80022.1	6874400	6595800	9042000	8612900	0	6.29	Unknown
CAE80023.1	33224000	31610000	33374000	32997000	0	0.153	Cytoplasmic Membrane
CAE80024.1	13591000	14099000	13631000	12919000	0	-0.294	Cytoplasmic Membrane
CAE80025.1	11670000	13154000	12934000	11209000	0	-0.452	Cytoplasmic Membrane
CAE80026.1	300180000	328650000	416480000	418780000	0	-1.51	Periplasmic
CAE80027.1	3675300	2893900	2758500	657170	0	0.499	NA
CAE80028.1	12210000	12490000	13174000	10170000	0	-1.9	Cytoplasmic Membrane
CAE80030.1	2864100	2074800	2245500	2019000	0	-1.17	Unknown
CAE80031.1	8543200	11350000	8708400	11042000	0	-0.616	Unknown
CAE80032.1	423970	2044700	2601900	2724000	0	2.7	Cytoplasmic Membrane
CAE80033.1	9261400	9019100	11726000	12139000	0	0.846	Cytoplasmic
CAE80034.1	4670500	4725600	5688900	6087600	0	0.498	NA
CAE80035.1	131420000	136750000	112740000	133190000	0	-2.08	NA
CAE80036.1	6662700	4564900	4648900	0	NA	NA	Unknown
CAE80037.1	8102800	8016500	7384900	8119800	0	-0.283	Cytoplasmic
CAE80038.1	6463200	6826000	8071000	9592100	0	-1.66	Cytoplasmic
CAE80039.1	28450000	32131000	32571000	35111000	0	-0.817	Cytoplasmic
CAE80040.1	8558600	7151500	8910200	11204000	1	-1.99	Cytoplasmic
CAE80041.1	12540000	13057000	14372000	14133000	0	-0.892	Cytoplasmic Membrane
CAE80042.1	5627500	5187000	6215800	5192800	0	-2.46	Cytoplasmic Membrane
CAE80043.1	31529000	34077000	42725000	39342000	0	0.291	Unknown
CAE80044.1	238810000	241130000	243910000	254380000	0	0.671	NA
CAE80045.1	200390000	201440000	197420000	185490000	0	0.347	Unknown
CAE80046.1	258310000	271940000	2.89E+08	301300000	0	0.488	NA
CAE80047.1	5764700	8177100	7302900	7951600	0	4.39	Cytoplasmic Membrane
CAE80048.1	NA	NA	NA	NA	0	NA	NA
CAE80049.1	50255000	50034000	59209000	50892000	0	-1.92	Cytoplasmic
CAE80050.1	5275600	2983600	7732700	8098900	0	-0.483	Unknown
CAE80051.1	11669000	16684000	14136000	19385000	0	-4.08	Cytoplasmic
CAE80052.1	7769800	6982200	7864100	7580800	0	4.12	Cytoplasmic Membrane
CAE80054.1	36917000	38286000	40517000	43754000	0	-1.58	Cytoplasmic
CAE80055.1	2340900	2435600	3551700	2859900	0	4.23	Cytoplasmic Membrane
CAE80056.1	1089800	6419000	5978800	1126100	1	0.458	Cytoplasmic
CAE80057.1	24879000	25350000	25367000	25892000	0	5.24	Cytoplasmic Membrane
CAE80058.1	90891000	100500000	90155000	109470000	0	-2.2	Unknown
CAE80059.1	41474000	43003000	36487000	54974000	0	5.69	Outer Membrane
CAE80060.1	66527000	65890000	61527000	66050000	0	-1.19	Unknown
CAE80061.1	19650000	18951000	17998000	18295000	0	-2.3	Unknown
CAE80062.1	10692000	10708000	11447000	7496300	0	-2.95	Unknown
CAE80064.1	223080000	231140000	251850000	253280000	0	3.78	Cytoplasmic Membrane
CAE80065.1	334360000	326370000	361440000	370520000	0	4.08	NA
CAE80066.1	426140000	382910000	310290000	395570000	0	4.04	NA
CAE80067.1	NA	NA	NA	NA	0	-0.353	Cytoplasmic
CAE80068.1	1367300	1348300	1532700	1491900	NA	NA	Cytoplasmic
CAE80070.1	1102400	1156600	1205300	1160300	0	1.8	Unknown
CAE80072.1	212270	370690	230930	140940	0	3.84	Cytoplasmic
CAE80082.1	92865000	91332000	108100000	103960000	0	-1.69	NA
CAE80085.1	53894000	51821000	53103000	51145000	0	-1.46	Cytoplasmic
CAE80086.1	8753400	8649000	11634000	10211000	0	-2.42	Cytoplasmic
CAE80087.1	28177000	30525000	31722000	30777000	0	-1.17	Cytoplasmic
CAE80089.1	28744000	30786000	35396000	36792000	0	-2.99	Cytoplasmic
CAE80093.1	10165000	12990000	15392000	12980000	0	-1.73	Cytoplasmic
CAE80096.1	6962300	7712200	8853700	8478600	0	0.411	Cytoplasmic
CAE80097.1	626580	616060	793530	831050	0	3.03	Cytoplasmic Membrane
CAE80100.1	1648900	1125300	527150	2142900	NA	NA	Cytoplasmic Membrane
CAE80101.1	8507100	10090000	15797000	14894000	0	0.525	Cytoplasmic Membrane
CAE80102.1	709440	1390800	994160	1072500	NA	NA	Unknown
CAE80107.1	NA	NA	NA	NA	0	-0.607	Unknown
CAE80108.1	16748000	17917000	17273000	12964000	0	-1.82	Cytoplasmic
CAE80115.1	NA	NA	NA	NA	0	-3.2	Unknown
CAE80117.1	270040	235670	347560	363730	NA	NA	Cytoplasmic Membrane
CAE80118.1	1078400	913630	1620300	1691000	0	5.69	Cytoplasmic Membrane
CAE80119.1	5553300	5298200	8174200	8104300	0	4.52	Cytoplasmic Membrane
CAE80121.1	NA	NA	NA	NA	0	-3.54	Cytoplasmic Membrane
CAE80123.1	NA	NA	NA	NA	1	NA	Cytoplasmic
CAE80125.1	606430	786810	1356800	1209100	NA	NA	Extracellular
CAE80126.1	227930	237110	408890	342290	0	0.935	NA
CAE80128.1	154370000	179300000	198320000	191580000	0	4.57	Cytoplasmic
CAE80129.1	17941000	18180000	21355000	22880000	0	3.16	Cytoplasmic Membrane
CAE80130.1	1999700	3519900	3360900	3634900	0	-1.74	Unknown
CAE80134.1	NA	NA	NA	NA	0	2.52	NA
CAE80135.1	633350	908630	1066600	650200	0	-1.34	Cytoplasmic
CAE80136.1	9939800	8364600	11699000	9844600	1	-3.7	Cytoplasmic
CAE80137.1	2797400	3051600	3289600	2964100	0	-1.26	Periplasmic
CAE80140.1	4.40E+07	37999000	42207000	42456000	0	-1.48	Cytoplasmic
CAE80141.1	73968000	85692000	82236000	78593000	0	-1.68	Cytoplasmic
CAE80146.1	22207000	21676000	24526000	26983000	1	-0.146	NA
CAE80147.1	199300000	199230000	217800000	211800000	0	-0.588	Cytoplasmic
CAE80157.1	9070500	12920000	13039000	13099000	0	3.25	Unknown
CAE80158.1	111400000	115190000	132620000	141820000	0	-1.52	Cytoplasmic
CAE80159.1	339990000	379450000	416370000	415140000	0	-0.964	Cytoplasmic
CAE80160.1	10756000	10698000	10157000	11708000	0	-3.47	Unknown
CAE80165.1	846130	912570	1227700	848950	NA	NA	NA
CAE80166.1	4505500	4042100	4020900	4028400	0	-1.05	Unknown
CAE80168.1	367450000	349970000	315240000	320380000	0	-1.53	Cytoplasmic
CAE80169.1	3729500	2683600	3697200	4180300	0	-1.53	NA
CAE80174.1	1588900	998130	4908300	931700	NA	NA	Cytoplasmic
CAE80175.1	81943000	87581000	96210000	102040000	0	-0.897	NA
CAE80176.1	NA	NA	NA	NA	0	-0.355	Cytoplasmic Membrane
CAE80178.1	48079000	46676000	52071000	38418000	0	5.89	Unknown
CAE80179.1	90191000	94195000	105420000	102890000	0	0.792	Unknown
CAE80181.1	4943700	3116900	5380300	5600100	0	-0.772	NA
CAE80182.1	16189000	14904000	13853000	22060000	0	3.59	Unknown
CAE80185.1	8783800	6174200	7613900	7357700	0	0.151	NA
CAE80186.1	756060	763180	806020	873990	0	-0.7	Cytoplasmic Membrane
CAE80191.1	1102600	1528700	2740400	2671100	0	1.89	Unknown
CAE80198.1	NA	NA	NA	NA	0	2.59	Cytoplasmic Membrane
CAE80202.1	107660000	110300000	125190000	123630000	0	-1.65	NA
CAE80203.1	45341000	47979000	50483000	48983000	0	2.03	NA
CAE80204.1	5387300	6724600	5424200	1134200	0	-3.33	NA
CAE80205.1	68057000	82761000	81861000	84386000	0	-1.91	Cytoplasmic
CAE80206.1	3339000	2741200	3599900	3360400	0	-2.1	Cytoplasmic
CAE80208.1	1178600	1207600	103450	334770	NA	NA	NA
CAE80209.1	11949000	12593000	13877000	13500000	0	-2.55	Unknown
CAE80210.1	26246000	26043000	27435000	31291000	0	4.99	Outer Membrane
CAE80211.1	7640300	8150500	7595900	7986800	0	-1.39	Unknown
CAE80219.1	27822000	27993000	32097000	29995000	1	-0.378	NA
CAE80220.1	750290000	818270000	790950000	811780000	0	-2.02	Unknown
CAE80221.1	9689600	11915000	10480000	11365000	0	-0.0501	NA
CAE80222.1	64542000	58103000	64450000	67317000	0	0.286	Unknown
CAE80223.1	6475700	7172000	7864900	9854500	0	-0.982	Cytoplasmic
CAE80224.1	140940000	130130000	149570000	164770000	0	-1.76	Periplasmic
CAE80225.1	NA	NA	NA	NA	1	3.85	Cytoplasmic
CAE80226.1	58669000	55396000	53978000	58412000	1	-3.3	Cytoplasmic
CAE80228.1	31952000	29066000	28600000	22237000	0	-2.33	Cytoplasmic
CAE80229.1	12041000	13985000	15802000	18108000	NA	NA	Unknown
CAE80231.1	NA	NA	NA	NA	0	3.32	Unknown
CAE80232.1	6026200	5010600	5773700	6292800	0	-0.358	NA
CAE80233.1	3388000	3445300	4128300	3906200	NA	NA	Cytoplasmic
CAE80234.1	105910000	151220000	156860000	157140000	0	-2.09	Cytoplasmic
CAE80235.1	80934000	78328000	104140000	82417000	0	-1.61	Cytoplasmic
CAE80236.1	41158000	42217000	57945000	60240000	0	5.39	Cytoplasmic Membrane
CAE80237.1	124940000	126280000	123510000	142810000	0	-1.7	Cytoplasmic
CAE80241.1	19804000	18074000	21200000	12928000	0	2.71	NA
CAE80243.1	NA	NA	NA	NA	0	3.13	NA
CAE80249.1	76467000	75865000	94897000	91642000	0	4.31	NA
CAE80250.1	31350000	30077000	33822000	35368000	0	-1.74	Cytoplasmic Membrane
CAE80252.1	3623900	3461700	3944000	3690600	0	0.687	Extracellular
CAE80254.1	3638100	2803500	4797800	4813800	0	6.46	NA
CAE80255.1	12740000	12264000	14621000	13451000	1	1.79	Cytoplasmic
CAE80256.1	13867000	13767000	13412000	15607000	0	-0.255	NA
CAE80257.1	3917900	4292400	4188200	3934500	1	-0.827	Cytoplasmic
CAE80258.1	20657000	22328000	22346000	24029000	0	-2.09	Cytoplasmic
CAE80259.1	7693500	11428000	8057700	8674900	0	-2.97	Cytoplasmic
CAE80260.1	78077000	51107000	61418000	93862000	0	-1.84	Unknown
CAE80261.1	2160100	2241700	610470	689040	NA	NA	Cytoplasmic
CAE80264.1	8789400	9649700	10462000	11264000	0	0.847	Cytoplasmic
CAE80265.1	204470000	204950000	213930000	234340000	0	0.738	NA
CAE80266.1	23631000	27082000	29264000	30016000	0	4.14	NA
CAE80267.1	12202000	11504000	11287000	10643000	0	2.09	Cytoplasmic Membrane
CAE80268.1	13925000	15597000	13594000	19028000	0	5.03	Cytoplasmic Membrane
CAE80269.1	6528500	6314400	6900500	7754000	0	4.82	Cytoplasmic Membrane
CAE80272.1	1588200000	1762600000	1943700000	2082700000	0	-1.26	Unknown
CAE80273.1	565790000	596570000	658320000	670980000	0	-1.05	NA
CAE80275.1	1494700000	1552700000	1571500000	1538500000	0	-1.98	Cytoplasmic
CAE80276.1	42987000	40721000	40725000	44041000	0	-0.127	Cytoplasmic
CAE80277.1	3123500	3183500	2843400	3017600	0	3.16	Cytoplasmic Membrane
CAE80279.1	30824000	33134000	34135000	29669000	0	5.11	Periplasmic
CAE80284.1	289850000	324870000	284870000	341170000	0	-1.01	Cytoplasmic
CAE80286.1	139350000	133260000	140690000	144410000	0	2.51	Extracellular
CAE80287.1	33725000	33370000	35961000	36890000	0	-1.04	Cytoplasmic
CAE80288.1	316470000	346520000	358960000	384190000	0	-1.62	NA
CAE80289.1	52409000	58017000	58720000	61841000	0	-0.759	Extracellular
CAE80290.1	15782000	18077000	15319000	13548000	1	-0.881	Cytoplasmic
CAE80291.1	1898900	2438800	2171000	2428800	1	-0.673	Cytoplasmic
CAE80293.1	5710000	4713900	5041100	4973500	0	-0.0669	Cytoplasmic
CAE80294.1	656010000	733930000	741290000	752050000	0	-1.74	Cytoplasmic
CAE80295.1	10640000	11422000	11977000	13053000	0	0.362	Cytoplasmic
CAE80296.1	2133900	1805000	2873800	2332300	0	4.58	Outer Membrane
CAE80297.1	3525600	2824700	3596800	4608000	0	6.07	Outer Membrane
CAE80298.1	6674800	7744500	8747400	10202000	0	-3.68	NA
CAE80299.1	295570000	262270000	299690000	334020000	1	-0.756	Unknown
CAE80300.1	26366000	29935000	27284000	31413000	0	-2.06	NA
CAE80301.1	22074000	22672000	26273000	21943000	0	-3.17	Unknown
CAE80302.1	616940000	621170000	657450000	653590000	0	-1.58	Cytoplasmic
CAE80303.1	202420000	217200000	225040000	223100000	0	-1.49	Cytoplasmic
CAE80304.1	24524000	23794000	21683000	26606000	0	1.82	Cytoplasmic Membrane
CAE80305.1	2401800	2444200	1974400	2969900	0	2.55	Cytoplasmic Membrane
CAE80307.1	32190000	29962000	33863000	36687000	0	-2.21	Cytoplasmic
CAE80310.1	3259700	3090900	3473100	3850700	NA	NA	Cytoplasmic Membrane
CAE80311.1	476620000	478850000	474830000	527860000	0	-1.68	Cytoplasmic
CAE80313.1	3852100	3530100	4329500	4124200	0	1.56	NA
CAE80316.1	2526600	2886500	2902700	2914800	1	-0.564	Cytoplasmic
CAE80317.1	1154100000	1230900000	1.27E+09	1304400000	0	-1.34	Cytoplasmic
CAE80318.1	76286000	74661000	79570000	71772000	0	-1.16	Cytoplasmic Membrane
CAE80319.1	49835000	52246000	57480000	60989000	0	1.22	Cytoplasmic
CAE80320.1	64214000	62655000	55490000	61103000	0	-2.57	NA
CAE80321.1	55888000	58931000	60627000	63708000	0	-1.54	Cytoplasmic
CAE80322.1	39601000	45812000	39639000	41203000	0	11.8	Cytoplasmic
CAE80323.1	114350000	110030000	127110000	124860000	0	2.4	NA
CAE80324.1	12676000	9536200	13327000	13239000	0	9.43	NA
CAE80325.1	11180000	12491000	21118000	22862000	0	7.39	Unknown
CAE80326.1	640040000	710690000	729850000	719950000	0	-1.8	Unknown
CAE80327.1	24371000	19228000	22589000	20784000	0	0.00668	Unknown
CAE80328.1	4934700	4789400	5134300	6441300	0	1.79	Unknown
CAE80329.1	5236300	5229300	5776500	6456900	0	-0.077	Unknown
CAE80330.1	17207000	19466000	21987000	22891000	0	0.594	Unknown
CAE80331.1	23447000	25857000	24221000	25994000	0	-0.375	NA
CAE80332.1	50449000	68119000	86181000	83820000	0	8.1	NA
CAE80333.1	17243000	18756000	18263000	18349000	0	-1.37	NA
CAE80335.1	NA	NA	NA	NA	0	6.95	Unknown
CAE80336.1	NA	NA	NA	NA	0	4.13	NA
CAE80338.1	17751000	16281000	18209000	19960000	0	2.53	Unknown
CAE80339.1	NA	NA	NA	NA	0	0.85	Cytoplasmic
CAE80340.1	929160	1012000	1181300	1037800	0	1.57	Cytoplasmic Membrane
CAE80341.1	1719900	1661600	2030900	2014100	0	0.399	Cytoplasmic Membrane
CAE80342.1	123340000	130560000	116770000	123810000	0	2.68	Cytoplasmic Membrane
CAE80343.1	911490	935230	1392300	1488600	0	-0.287	Extracellular
CAE80344.1	16082000	17525000	28356000	27257000	0	2.37	Cytoplasmic Membrane
CAE80345.1	25712000	24678000	29553000	33149000	0	-2.11	Cytoplasmic
CAE80350.1	NA	NA	NA	NA	0	0.805	Unknown
CAE80351.1	114650000	119610000	142500000	145060000	0	4.28	Cytoplasmic
CAE80352.1	14258000	15403000	16377000	14838000	0	-2.27	NA
CAE80353.1	1114900	1451700	1336100	1525700	NA	NA	Unknown
CAE80354.1	1.00E+06	815630	977710	1043200	0	-0.106	Cytoplasmic
CAE80361.1	2093400	1942400	2115100	2233600	0	0.91	Extracellular
CAE80364.1	16269000	17326000	16212000	18592000	0	-3.29	Cytoplasmic
CAE80365.1	1412600000	1.43E+09	1529800000	1601200000	0	1.39	NA
CAE80366.1	8345600	9838700	8996300	9682000	0	-0.66	Cytoplasmic
CAE80367.1	149390000	151230000	136820000	135250000	0	-1.56	Unknown
CAE80368.1	284730000	293990000	267870000	267730000	0	-0.464	Cytoplasmic Membrane
CAE80369.1	75439000	88824000	76516000	90090000	0	-1.86	Unknown
CAE80370.1	6059300	4894800	5728200	5876200	0	2.68	Cytoplasmic Membrane
CAE80371.1	2288800	2222900	2195100	2443700	1	-0.98	Cytoplasmic
CAE80373.1	984880000	1056100000	986720000	999070000	0	2.97	Unknown
CAE80375.1	5717500	5914400	6080600	5738000	0	-1.44	Unknown
CAE80376.1	14440000	15217000	16120000	17146000	0	-1.74	Extracellular
CAE80377.1	10258000	9883400	10913000	11105000	0	0.4	NA
CAE80378.1	3255700	1207600	587530	4890500	NA	NA	Cytoplasmic Membrane
CAE80379.1	358670	416270	387930	499710	NA	NA	Cytoplasmic Membrane
CAE80381.1	63457000	66132000	67207000	69095000	0	-2.7	Unknown
CAE80382.1	147480000	149340000	168160000	152860000	0	-1.9	Unknown
CAE80385.1	7204000	7077800	7707900	8977500	1	-2.08	Cytoplasmic
CAE80386.1	8860000	7419200	9426500	10403000	1	-2.67	Cytoplasmic
CAE80391.1	NA	NA	NA	NA	0	4.09	Cytoplasmic Membrane
CAE80398.1	15981000	25577000	15844000	22203000	0	-3.25	Unknown
CAE80399.1	553980000	619120000	626030000	723050000	0	-1.28	Cytoplasmic Membrane
CAE80400.1	11548000	11450000	12322000	12298000	0	-1.34	Unknown
CAE80401.1	3673400000	3550900000	4239700000	4257400000	0	0.0368	Periplasmic
CAE80402.1	NA	NA	NA	NA	0	2.1	NA
CAE80403.1	NA	NA	NA	NA	0	0.132	Cytoplasmic Membrane
CAE80404.1	103970000	98685000	97721000	105240000	0	4.7	Cytoplasmic Membrane
CAE80406.1	85977000	82746000	81458000	79671000	0	4.01	Unknown
CAE80407.1	21656000	25134000	28823000	26345000	0	3.66	Cytoplasmic Membrane
CAE80411.1	13633000	12568000	15771000	13159000	1	-1.02	Cytoplasmic
CAE80413.1	49530000	63076000	61880000	59611000	0	-2.25	Cytoplasmic
CAE80415.1	127430000	130610000	133560000	143600000	0	3.45	NA
CAE80416.1	NA	NA	NA	NA	0	5.59	Cytoplasmic Membrane
CAE80426.1	6946300	6824300	7554200	8760300	0	-2.13	Cytoplasmic
CAE80427.1	3753800	5120800	5168000	5903400	0	-1.79	Cytoplasmic
CAE80428.1	7577800	8601600	8505600	8582700	0	-1.44	Cytoplasmic
CAE80429.1	3402300	3271800	3276400	4156700	0	-1.6	Cytoplasmic
CAE80431.1	14090000	14762000	13582000	13537000	0	-4.25	Unknown
CAE80432.1	3783900	4075100	4251400	4584000	0	1.27	Extracellular
CAE80433.1	7840100	7698900	7880300	9263000	0	-0.797	Cytoplasmic Membrane
CAE80434.1	38986000	38936000	43062000	43227000	0	5.28	Outer Membrane
